data_hora;site;modelo_busca;titulo;preco;processador;ram;armazenamento;gpu;tela;link
2025-11-10 19:43:04;Amazon;acer nitro 5;Notebook Gamer Acer Nitro V15 ANV15-51-57WS i5 13ªGen Linux Gutta 8GB 512GB SSD RTX3050 15.6' FHD;R$ 4.186,00;I5;N/A;8GB;RTX;N/A;https://www.amazon.com.br/Notebook-Gamer-ANV15-51-57WS-13%C2%AAGen-RTX3050/dp/B0B8YWZDFR/ref=sr_1_5?dib=eyJ2IjoiMSJ9.pMVEHnEQoW7HK4euDjumXu78vLt5MsinY2DVOmNzLWiCn6QivcXYBErQjjUo7KSk3SSRRX2dUw2QIbofwhfRiQVHLrSns7jy4f_uHNPFd6Y94gHwh1s9hYMObAS7aDa5GH9W9pKr54_yLuGChfuIYtRsV46f6q48hs_Xa6bCtd6eYYo0gmjVfQiTNvEPnRsr8VcmhfxHC9nVRHl5rC23gHy0N-sQvXrYEQorp-FzpPwAJmonvTefOKVs1RAhzCBMfBf6j87YxfdxxxZJ3v_S429tlex7xOHz4z-FJpVnVzY.50_VnZ1Az9GaTDozKb47biKKwb4siIfAxG_uvEMVPOs&dib_tag=se&keywords=acer+nitro+5&qid=1762803846&sr=8-5&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
2025-11-10 19:43:04;Amazon;acer nitro 5;"MONITOR GAMER SAMSUNG ODYSSEY G30 24"" 144Hz 1ms AMD FreeSync Premium";R$ 679,00;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2MDczNDE0ODc4NzU3MDc0OjE3NjI4MDM4NTU6c3BfYXRmX25leHQ6MzAxMDQ1NjM2MzU4ODAyOjowOjo&url=%2FMONITOR-SAMSUNG-ODYSSEY-G30-24%2Fdp%2FB0BTJ86YFZ%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.mzG3azUerkCCIAXR4wnGHfv5WcovP3hXIX9FnhzvztSTpNswgqwLk8N760gCnSeW2aZ4IS74vhaaqiDnpizwKV4YArcKR0Z9xwnGTZRjxXJoZi2IyLdLhiHnft4kw-ovDqQP5DFMEQs2D6ZJRK8BCyLzvfXGijXTJrENVbgdtMLTU_EFuPgFH2xWCG0kVLCmRqb_0gCegV0e1ftRNxgtKv2q36EhH-y55oUBqw5dUFO2Cmp_PqGJm8vMKWG-7wlyT-IL3C_u1pzNlMcvYmVuyU6XGRWXlXf8hfjcCKtl6Tk.KpvZOFiT8gzct6UmX5tL19DyEc9UMvYtdkaAhbEflVU%26dib_tag%3Dse%26keywords%3Dacer%2Bnitro%2B5%26qid%3D1762803855%26sr%3D8-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;acer nitro 5;"Notebook Lenovo Yoga 7x Snapdragon X Elite X1E-78-100 32GB 1TB SSD W11 14.5"" OLED 83ED001XBR";R$ 11.399,05;N/A;N/A;32GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2MDczNDE0ODc4NzU3MDc0OjE3NjI4MDM4NTU6c3BfYXRmX25leHQ6MzAwODc4NjE5NTE4ODAyOjowOjo&url=%2FNotebook-Lenovo-Snapdragon-X1E-78-100-83ED001XBR%2Fdp%2FB0DK16CS9R%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.mzG3azUerkCCIAXR4wnGHfv5WcovP3hXIX9FnhzvztSTpNswgqwLk8N760gCnSeW2aZ4IS74vhaaqiDnpizwKV4YArcKR0Z9xwnGTZRjxXJoZi2IyLdLhiHnft4kw-ovDqQP5DFMEQs2D6ZJRK8BCyLzvfXGijXTJrENVbgdtMLTU_EFuPgFH2xWCG0kVLCmRqb_0gCegV0e1ftRNxgtKv2q36EhH-y55oUBqw5dUFO2Cmp_PqGJm8vMKWG-7wlyT-IL3C_u1pzNlMcvYmVuyU6XGRWXlXf8hfjcCKtl6Tk.KpvZOFiT8gzct6UmX5tL19DyEc9UMvYtdkaAhbEflVU%26dib_tag%3Dse%26keywords%3Dacer%2Bnitro%2B5%26qid%3D1762803855%26sr%3D8-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;acer nitro 5;"Notebook Gamer Legion 5 Intel Core i7-14650HX 16GB 512GB SSD RTX4060 8GB W11Home 16"" WQXGA 83EW0002BR";R$ 12.349,05;I7-14650HX;8GB;16GB;RTX;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2MDczNDE0ODc4NzU3MDc0OjE3NjI4MDM4NTU6c3BfYXRmX25leHQ6MzAwODc4NjE5NTE4NDAyOjowOjo&url=%2FNotebook-i7-14650HX-RTX4060-W11Home-83EW0002BR%2Fdp%2FB0DRMDNR7D%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.mzG3azUerkCCIAXR4wnGHfv5WcovP3hXIX9FnhzvztSTpNswgqwLk8N760gCnSeW2aZ4IS74vhaaqiDnpizwKV4YArcKR0Z9xwnGTZRjxXJoZi2IyLdLhiHnft4kw-ovDqQP5DFMEQs2D6ZJRK8BCyLzvfXGijXTJrENVbgdtMLTU_EFuPgFH2xWCG0kVLCmRqb_0gCegV0e1ftRNxgtKv2q36EhH-y55oUBqw5dUFO2Cmp_PqGJm8vMKWG-7wlyT-IL3C_u1pzNlMcvYmVuyU6XGRWXlXf8hfjcCKtl6Tk.KpvZOFiT8gzct6UmX5tL19DyEc9UMvYtdkaAhbEflVU%26dib_tag%3Dse%26keywords%3Dacer%2Bnitro%2B5%26qid%3D1762803855%26sr%3D8-51-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;acer nitro 5;"Notebook Lenovo LOQ-e 15IAX9E Intel Core i5-12450HX 16GB 512GB SSD RTX 3050 Windows 11 Pro 15.6"" - 83ME000CBR Luna Grey";R$ 5.509,05;I5-12450HX;N/A;16GB;RTX;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2MDczNDE0ODc4NzU3MDc0OjE3NjI4MDM4NTU6c3BfYXRmX25leHQ6MzAwODc4NjE5NTE4MzAyOjowOjo&url=%2FNotebook-Lenovo-15IAX9E-i5-12450HX-Windows%2Fdp%2FB0DSXNFP1S%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.mzG3azUerkCCIAXR4wnGHfv5WcovP3hXIX9FnhzvztSTpNswgqwLk8N760gCnSeW2aZ4IS74vhaaqiDnpizwKV4YArcKR0Z9xwnGTZRjxXJoZi2IyLdLhiHnft4kw-ovDqQP5DFMEQs2D6ZJRK8BCyLzvfXGijXTJrENVbgdtMLTU_EFuPgFH2xWCG0kVLCmRqb_0gCegV0e1ftRNxgtKv2q36EhH-y55oUBqw5dUFO2Cmp_PqGJm8vMKWG-7wlyT-IL3C_u1pzNlMcvYmVuyU6XGRWXlXf8hfjcCKtl6Tk.KpvZOFiT8gzct6UmX5tL19DyEc9UMvYtdkaAhbEflVU%26dib_tag%3Dse%26keywords%3Dacer%2Bnitro%2B5%26qid%3D1762803855%26sr%3D8-52-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;acer nitro 5;"Notebook ASUS VivoBook Go, 15 AMD RYZEN 5 7520U, 8 GB, 256 GB SSD, W11 Home Tela 15,6"" FHD, Mixed Black - E1504FA-NJ825W";R$ 2.899,00;RYZEN 5;N/A;8GB;N/A;N/A;https://www.amazon.com.br/Notebook-ASUS-VivoBook-RYZEN-7520U/dp/B0CQ2XRTNQ/ref=sr_1_53?dib=eyJ2IjoiMSJ9.mzG3azUerkCCIAXR4wnGHfv5WcovP3hXIX9FnhzvztSTpNswgqwLk8N760gCnSeW2aZ4IS74vhaaqiDnpizwKV4YArcKR0Z9xwnGTZRjxXJoZi2IyLdLhiHnft4kw-ovDqQP5DFMEQs2D6ZJRK8BCyLzvfXGijXTJrENVbgdtMLTU_EFuPgFH2xWCG0kVLCmRqb_0gCegV0e1ftRNxgtKv2q36EhH-y55oUBqw5dUFO2Cmp_PqGJm8vMKWG-7wlyT-IL3C_u1pzNlMcvYmVuyU6XGRWXlXf8hfjcCKtl6Tk.KpvZOFiT8gzct6UmX5tL19DyEc9UMvYtdkaAhbEflVU&dib_tag=se&keywords=acer+nitro+5&qid=1762803855&sr=8-53&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Gamer Acer Nitro ANV15-51-51UZ Intel Ci5 13ªGen 16GB RAM 512GB SSD RTX4050 15.6”;R$ 6.999;I5;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-gamer-acer-nitro-anv15-51-51uz-intel-ci5-13gen-16gb-ram-512gb-ssd-rtx4050-156/p/MLB50476987#polycard_client=search-nordic&search_layout=grid&position=1&type=product&tracking_id=106d88df-14cf-4f84-9769-1090c2fb8468&wid=MLB5493375402&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer ANV15-52-52XM, Ci5 16gb 512gb RTX 4050 Linux;R$ 5.849;I5;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-anv15-52-52xm-ci5-16gb-512gb-rtx-4050-linux/p/MLB53924375#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=106d88df-14cf-4f84-9769-1090c2fb8468&wid=MLB5671447666&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer Nitro V15 Anv15-52-96aq Intel® Core I9-13900h De 13° G 16gb 512gb Ssd Rtx4060 Windows 11 Home 15.6;R$ 8.999;I9-13900H;N/A;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-nitro-v15-anv15-52-96aq-intel-core-i9-13900h-de-13-g-16gb-512gb-ssd-rtx4060-windows-11-home-156/p/MLB52361455#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=106d88df-14cf-4f84-9769-1090c2fb8468&wid=MLB4126422181&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Gamer Acer Nitro V15 ANV15-52-790M Intel® Core™ i7-13620H 13ªG 16GB RAM 512GB SSD RTX4060 15.6”;R$ 7.726;I7-13620H;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-gamer-acer-nitro-v15-anv15-52-790m-intel-core-i7-13620h-13g-16gb-ram-512gb-ssd-rtx4060-156/p/MLB54279932#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=106d88df-14cf-4f84-9769-1090c2fb8468&wid=MLB4196187967&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto;R$ 7.398;I5-13420H;8GB;8GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-nitro-v15-anv15-51-58az-core-i5-13420h-8gb-512gb-rtx-3050-cor-preto/p/MLB39107224#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=106d88df-14cf-4f84-9769-1090c2fb8468&wid=MLB5117986194&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Gamer Acer Nitro ANV15-51-51UZ Intel Ci5 13ªGen 16GB RAM 512GB SSD RTX4050 15.6”;R$ 6.999;I5;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-gamer-acer-nitro-anv15-51-51uz-intel-ci5-13gen-16gb-ram-512gb-ssd-rtx4050-156/p/MLB50476987#polycard_client=search-nordic&search_layout=grid&position=1&type=product&tracking_id=88b2cbd7-bc99-4f20-a78e-14ef5bd71e5d&wid=MLB5493375402&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer ANV15-52-52XM, Ci5 16gb 512gb RTX 4050 Linux;R$ 5.849;I5;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-anv15-52-52xm-ci5-16gb-512gb-rtx-4050-linux/p/MLB53924375#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=88b2cbd7-bc99-4f20-a78e-14ef5bd71e5d&wid=MLB5671447666&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer Nitro V15 Anv15-52-96aq Intel® Core I9-13900h De 13° G 16gb 512gb Ssd Rtx4060 Windows 11 Home 15.6;R$ 8.999;I9-13900H;N/A;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-nitro-v15-anv15-52-96aq-intel-core-i9-13900h-de-13-g-16gb-512gb-ssd-rtx4060-windows-11-home-156/p/MLB52361455#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=88b2cbd7-bc99-4f20-a78e-14ef5bd71e5d&wid=MLB4126422181&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Gamer Acer Nitro V15 ANV15-52-790M Intel® Core™ i7-13620H 13ªG 16GB RAM 512GB SSD RTX4060 15.6”;R$ 7.726;I7-13620H;16GB;16GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-gamer-acer-nitro-v15-anv15-52-790m-intel-core-i7-13620h-13g-16gb-ram-512gb-ssd-rtx4060-156/p/MLB54279932#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=88b2cbd7-bc99-4f20-a78e-14ef5bd71e5d&wid=MLB4196187967&sid=search
2025-11-10 19:43:04;MercadoLivre;acer nitro 5;Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto;R$ 7.398;I5-13420H;8GB;8GB;RTX;N/A;https://www.mercadolivre.com.br/notebook-acer-nitro-v15-anv15-51-58az-core-i5-13420h-8gb-512gb-rtx-3050-cor-preto/p/MLB39107224#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=88b2cbd7-bc99-4f20-a78e-14ef5bd71e5d&wid=MLB5117986194&sid=search
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook Dell Inspiron I15-I1300-A30P 15.6"" Full HD 13ª Gen Intel Core i5 8GB 512GB SSD Win 11 Preto Carbono";R$ 2.899,00;I5;N/A;8GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo4NzM0MzAwMjMyNjI2MTE3OjE3NjI4MDM4Nzk6c3BfYXRmOjMwMTA0ODg2MTE5ODQwMjo6MDo6&url=%2FNotebook-Dell-Inspiron-I15-I1300-A30P-Carbono%2Fdp%2FB0FHCHBRGF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.DRwbI4Vg0tI2P1hC1grhNXSBLV4UGtQzH59MDKoqFtK0ljWLNcLv5giFS8Ivwmrx0-qS4ETQR81ZGQLeVMgvWMUw0n6XBgGrHTVt_2yynNgAewI1K-D-lqmewAbSamY43gUqVLy4GA9sw_y1UP9L0z0IL-pjFzrP_lSdsfmSQKdJv7kYQorX2mBFuPvkIFXXh5jpiF6QD26N8BqTZhOSqwvPFikXKSkzYS6zA35mvCwtApxPjWhBV8jPHQ6V6qBobhfqpB0PUfHsqOpgJll_lfHHuiezqVsZHcqZ3Rrl3L4.EEX2BNi-26qbXEkI4fWtw7lGblWaIWTT2Sjw9O35MxM%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803879%26sr%3D8-1-spons%26ufe%3Dapp_do%253Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook Dell Inspiron I15-I1300-A80P 15.6"" Full HD 13ª Gen Intel Core i7 16GB 1TB SSD Win 11 Preto Carbono";R$ 4.523,00;I7;N/A;16GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo4NzM0MzAwMjMyNjI2MTE3OjE3NjI4MDM4Nzk6c3BfYXRmOjMwMTA0ODg2MTE5ODEwMjo6MDo6&url=%2FNotebook-Dell-Inspiron-I15-I1300-A80P-Carbono%2Fdp%2FB0F7J4NR3G%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.DRwbI4Vg0tI2P1hC1grhNXSBLV4UGtQzH59MDKoqFtK0ljWLNcLv5giFS8Ivwmrx0-qS4ETQR81ZGQLeVMgvWMUw0n6XBgGrHTVt_2yynNgAewI1K-D-lqmewAbSamY43gUqVLy4GA9sw_y1UP9L0z0IL-pjFzrP_lSdsfmSQKdJv7kYQorX2mBFuPvkIFXXh5jpiF6QD26N8BqTZhOSqwvPFikXKSkzYS6zA35mvCwtApxPjWhBV8jPHQ6V6qBobhfqpB0PUfHsqOpgJll_lfHHuiezqVsZHcqZ3Rrl3L4.EEX2BNi-26qbXEkI4fWtw7lGblWaIWTT2Sjw9O35MxM%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803879%26sr%3D8-2-spons%26ufe%3Dapp_do%253Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Computador Dell 24 All-in-One EC24250 23.8"" IPS Full HD 13ª Gen Intel Core i5 8GB 1TB SSD Win 11 AIO-i1303-A15";R$ 5.929,00;I5;N/A;8GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo4NzM0MzAwMjMyNjI2MTE3OjE3NjI4MDM4Nzk6c3BfYXRmOjMwMTA0ODg2MTE5ODUwMjo6MDo6&url=%2FComputador-Dell-EC24250-Intel-AIO-i1303-A15%2Fdp%2FB0FHBWZNP1%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.DRwbI4Vg0tI2P1hC1grhNXSBLV4UGtQzH59MDKoqFtK0ljWLNcLv5giFS8Ivwmrx0-qS4ETQR81ZGQLeVMgvWMUw0n6XBgGrHTVt_2yynNgAewI1K-D-lqmewAbSamY43gUqVLy4GA9sw_y1UP9L0z0IL-pjFzrP_lSdsfmSQKdJv7kYQorX2mBFuPvkIFXXh5jpiF6QD26N8BqTZhOSqwvPFikXKSkzYS6zA35mvCwtApxPjWhBV8jPHQ6V6qBobhfqpB0PUfHsqOpgJll_lfHHuiezqVsZHcqZ3Rrl3L4.EEX2BNi-26qbXEkI4fWtw7lGblWaIWTT2Sjw9O35MxM%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803879%26sr%3D8-3-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook VAIO FE16 Intel Core i5-1334U Windows 11 Home 16GB RAM total 512GB SSD Tela 16"" IPS WUXGA Antireflexo - Cinza Grafite - VJFE62F11X-B0321H";R$ 3.799,90;I5-1334U;16GB;16GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo4NzM0MzAwMjMyNjI2MTE3OjE3NjI4MDM4Nzk6c3BfYXRmOjMwMTAwNDExODUwNDYwMjo6MDo6&url=%2FNotebook-VAIO-i5-1334U-Windows-Antireflexo%2Fdp%2FB0FJG8Y1K7%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.DRwbI4Vg0tI2P1hC1grhNXSBLV4UGtQzH59MDKoqFtK0ljWLNcLv5giFS8Ivwmrx0-qS4ETQR81ZGQLeVMgvWMUw0n6XBgGrHTVt_2yynNgAewI1K-D-lqmewAbSamY43gUqVLy4GA9sw_y1UP9L0z0IL-pjFzrP_lSdsfmSQKdJv7kYQorX2mBFuPvkIFXXh5jpiF6QD26N8BqTZhOSqwvPFikXKSkzYS6zA35mvCwtApxPjWhBV8jPHQ6V6qBobhfqpB0PUfHsqOpgJll_lfHHuiezqVsZHcqZ3Rrl3L4.EEX2BNi-26qbXEkI4fWtw7lGblWaIWTT2Sjw9O35MxM%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803879%26sr%3D8-4-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook Dell Inspiron I15-I1300-A30P 15.6"" Full HD 13ª Gen Intel Core i5 8GB 512GB SSD Win 11 Preto Carbono";R$ 2.899,00;I5;N/A;8GB;N/A;N/A;https://www.amazon.com.br/Notebook-Dell-Inspiron-I15-I1300-A30P-Carbono/dp/B0FHCHBRGF/ref=sr_1_5?dib=eyJ2IjoiMSJ9.DRwbI4Vg0tI2P1hC1grhNXSBLV4UGtQzH59MDKoqFtK0ljWLNcLv5giFS8Ivwmrx0-qS4ETQR81ZGQLeVMgvWMUw0n6XBgGrHTVt_2yynNgAewI1K-D-lqmewAbSamY43gUqVLy4GA9sw_y1UP9L0z0IL-pjFzrP_lSdsfmSQKdJv7kYQorX2mBFuPvkIFXXh5jpiF6QD26N8BqTZhOSqwvPFikXKSkzYS6zA35mvCwtApxPjWhBV8jPHQ6V6qBobhfqpB0PUfHsqOpgJll_lfHHuiezqVsZHcqZ3Rrl3L4.EEX2BNi-26qbXEkI4fWtw7lGblWaIWTT2Sjw9O35MxM&dib_tag=se&keywords=dell+inspiron+15&qid=1762803879&sr=8-5&ufe=app_do%3Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook Dell Inspiron I15-I1300-A60P 15.6"" Full HD 13ª Gen Intel Core i5 16GB 1TB SSD Win 11 Preto Carbono";R$ 3.799,99;I5;N/A;16GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo5NTQwMjg5Mjc2ODM5Nzk6MTc2MjgwMzg4NTpzcF9hdGZfbmV4dDozMDEwNDg4NjExOTgyMDI6OjA6Og&url=%2FNotebook-Dell-Inspiron-I15-I1300-A60P-Carbono%2Fdp%2FB0FHCY7WLF%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.LXSWov9ZqH0BTlnuU7paeExHYGfyGt7Gqx_9z7TjZ9PZZqihdGmqccQlDS3vgoRDtpfKBsm-lbXqV5QHJygXbibcRm3DygwUGmh7bK-ed-pzpGaB3tG3QXoinBum3Sk4Sij7ygmDMt0TeJbAKruAd3Hp0U5GtiZzxEY5_en10Jf0V-zboimvndoSPY-6rno7yyO8Ee7Op8nU2AAgOQXLlq8-N2Ev9kQMIjI9da1Q6VaL-eke7qFs9t50igOPRF3wH_DVWrDU86SlTNUCwNoCKXOZFr9OK1Z0G3VPTd8Wa3o.9AkZknHBU47SweHY4UivpOy3yyRdjk80UDVfNttEKQc%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803885%26sr%3D8-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook Dell Inspiron I15-I1300-A80P 15.6"" Full HD 13ª Gen Intel Core i7 16GB 1TB SSD Win 11 Preto Carbono";R$ 4.523,00;I7;N/A;16GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo5NTQwMjg5Mjc2ODM5Nzk6MTc2MjgwMzg4NTpzcF9hdGZfbmV4dDozMDEwNDg4NjExOTgxMDI6OjA6Og&url=%2FNotebook-Dell-Inspiron-I15-I1300-A80P-Carbono%2Fdp%2FB0F7J4NR3G%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.LXSWov9ZqH0BTlnuU7paeExHYGfyGt7Gqx_9z7TjZ9PZZqihdGmqccQlDS3vgoRDtpfKBsm-lbXqV5QHJygXbibcRm3DygwUGmh7bK-ed-pzpGaB3tG3QXoinBum3Sk4Sij7ygmDMt0TeJbAKruAd3Hp0U5GtiZzxEY5_en10Jf0V-zboimvndoSPY-6rno7yyO8Ee7Op8nU2AAgOQXLlq8-N2Ev9kQMIjI9da1Q6VaL-eke7qFs9t50igOPRF3wH_DVWrDU86SlTNUCwNoCKXOZFr9OK1Z0G3VPTd8Wa3o.9AkZknHBU47SweHY4UivpOy3yyRdjk80UDVfNttEKQc%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803885%26sr%3D8-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;dell inspiron 15;"Notebook VAIO FE16 Intel Core i5-1334U Windows 11 Home 16GB RAM total 512GB SSD Tela 16"" IPS WUXGA Antireflexo - Cinza Grafite - VJFE62F11X-B0321H";R$ 3.799,90;I5-1334U;16GB;16GB;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo5NTQwMjg5Mjc2ODM5Nzk6MTc2MjgwMzg4NTpzcF9hdGZfbmV4dDozMDEwMDQxMTg1MDQ2MDI6OjA6Og&url=%2FNotebook-VAIO-i5-1334U-Windows-Antireflexo%2Fdp%2FB0FJG8Y1K7%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.LXSWov9ZqH0BTlnuU7paeExHYGfyGt7Gqx_9z7TjZ9PZZqihdGmqccQlDS3vgoRDtpfKBsm-lbXqV5QHJygXbibcRm3DygwUGmh7bK-ed-pzpGaB3tG3QXoinBum3Sk4Sij7ygmDMt0TeJbAKruAd3Hp0U5GtiZzxEY5_en10Jf0V-zboimvndoSPY-6rno7yyO8Ee7Op8nU2AAgOQXLlq8-N2Ev9kQMIjI9da1Q6VaL-eke7qFs9t50igOPRF3wH_DVWrDU86SlTNUCwNoCKXOZFr9OK1Z0G3VPTd8Wa3o.9AkZknHBU47SweHY4UivpOy3yyRdjk80UDVfNttEKQc%26dib_tag%3Dse%26keywords%3Ddell%2Binspiron%2B15%26qid%3D1762803885%26sr%3D8-51-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
